"seqid","window_length","window_start","window_end","window_type","window_origin","KD_hydropathy","KD_max_hydropathy","rose_hydropathy","rose_max_hydropathy","Hessa_hydropathy","Hessa_max_hydropathy"
"YEL036C",23,21,43,"TM","phobius",51.6222222222222,2.24444444444444,18.8344444444444,0.818888888888889,11.9344444444444,0.518888888888889
"YOR099W",11,17,27,"SP","phobius",34.1,3.1,9.11777777777778,0.828888888888889,5.29222222222222,0.481111111111111
"YOL019W-A",18,12,29,"TM","phobius",38.4,2.13333333333333,14.64,0.813333333333333,19.42,1.07888888888889
"YNR075W",18,42,59,"TM","phobius",26.6,1.47777777777778,14.66,0.814444444444444,16.34,0.907777777777778
"YHR154W",12,5,16,"SP","phobius",30.6666666666667,2.55555555555556,9.70666666666667,0.808888888888889,10.9866666666667,0.915555555555556
"YDR077W",11,3,13,"SP","phobius",21.1444444444444,1.92222222222222,8.51888888888889,0.774444444444444,3.74,0.34
"YJR051W",19,7,25,"TM","phobius",67.3444444444444,3.54444444444444,16.0655555555556,0.845555555555556,21.7444444444444,1.14444444444444
"YIL102C-A",19,5,23,"TM","phobius",59.5333333333333,3.13333333333333,16.2344444444444,0.854444444444444,17.86,0.94
"YMR256C",21,28,48,"TM","phobius",57.4,2.73333333333333,17.1266666666667,0.815555555555556,19.25,0.916666666666667
"YOR003W",10,3,12,"SP","phobius",17.1111111111111,1.71111111111111,8.06666666666667,0.806666666666667,4.83333333333333,0.483333333333333
"YOR387C",12,3,14,"SP","phobius",31.4666666666667,2.62222222222222,9.93333333333333,0.827777777777778,3.52,0.293333333333333
"YLR157C",8,6,13,"SP","phobius",22.3111111111111,2.78888888888889,6.56888888888889,0.821111111111111,5.39555555555556,0.674444444444445
"YLR083C",12,6,17,"SP","phobius",30.5333333333333,2.54444444444444,9.92,0.826666666666667,8.97333333333333,0.747777777777778
"YGR082W",12,10,21,"SP","phobius",24.8,2.06666666666667,9.29333333333333,0.774444444444444,5.17333333333333,0.431111111111111
"YER004W",12,4,15,"SP","phobius",24.5333333333333,2.04444444444444,9.6,0.8,7.08,0.59
"YMR251W-A",12,3,14,"SP","phobius",28.9333333333333,2.41111111111111,9.54666666666667,0.795555555555556,7.6,0.633333333333333
"YOR316C",20,12,31,"TM","phobius",52.6666666666667,2.63333333333333,16.3111111111111,0.815555555555556,15.3111111111111,0.765555555555556
"YBL082C",22,32,53,"TM","phobius",70.1555555555556,3.18888888888889,18.4311111111111,0.837777777777778,30.6044444444444,1.39111111111111
"YBR015C",20,12,31,"TM","phobius",65.5555555555556,3.27777777777778,17.0666666666667,0.853333333333333,38.8444444444444,1.94222222222222
"YPR159C-A",20,12,31,"TM","phobius",66,3.3,16.8,0.84,9.42222222222222,0.471111111111111
"YMR292W",21,9,29,"TM","phobius",59.9666666666667,2.85555555555556,17.9666666666667,0.855555555555556,18.8533333333333,0.897777777777778
"YOR383C",11,3,13,"SP","phobius",27.3777777777778,2.48888888888889,8.60444444444445,0.782222222222222,4.41222222222222,0.401111111111111
"YKL046C",11,6,16,"SP","phobius",32.1444444444444,2.92222222222222,9.13,0.83,6.99111111111111,0.635555555555556
"YBR262C",18,12,29,"TM","phobius",37,2.05555555555556,14.46,0.803333333333333,25.26,1.40333333333333
"YCL048W",12,9,20,"SP","phobius",33.8666666666667,2.82222222222222,9.89333333333333,0.824444444444444,6.88,0.573333333333333
"YDR506C",11,9,19,"SP","phobius",33.7333333333333,3.06666666666667,9.13,0.83,9.52111111111111,0.865555555555556
"YLR001C",11,10,20,"SP","phobius",24.8111111111111,2.25555555555556,9.09333333333333,0.826666666666667,5.89111111111111,0.535555555555556
"YBR187W",11,8,18,"SP","phobius",26.8888888888889,2.44444444444444,8.84888888888889,0.804444444444444,5.65888888888889,0.514444444444444
"YJR103W",12,4,15,"SP","phobius",25.2,2.1,9.57333333333333,0.797777777777778,6.66666666666667,0.555555555555556
"YFL051C",12,7,18,"SP","phobius",37.3333333333333,3.11111111111111,9.92,0.826666666666667,5.8,0.483333333333333
"YJL205C",18,12,29,"TM","phobius",51.8,2.87777777777778,15.02,0.834444444444444,20.88,1.16
"YLL051C",9,4,12,"SP","phobius",20.2,2.24444444444444,7.41,0.823333333333333,4.01,0.445555555555556
"YNL142W",22,32,53,"TM","phobius",49.6222222222222,2.25555555555556,17.7466666666667,0.806666666666667,18.6266666666667,0.846666666666667
"YER057C",9,2,10,"SP","phobius",15.5,1.72222222222222,7.1,0.788888888888889,7.57,0.841111111111111
"YNR060W",12,2,13,"SP","phobius",31.2,2.6,10.0533333333333,0.837777777777778,2.33333333333333,0.194444444444444
"YGR183C",26,15,40,"TM","phobius",60.6666666666667,2.33333333333333,21.0311111111111,0.808888888888889,38.8844444444444,1.49555555555556
"YOL132W",11,3,13,"SP","phobius",34.3444444444444,3.12222222222222,9.22777777777778,0.838888888888889,1.34444444444444,0.122222222222222
"YLL023C",19,34,52,"TM","phobius",47.7111111111111,2.51111111111111,15.3266666666667,0.806666666666667,13.9544444444444,0.734444444444444
"YKL165C",24,7,30,"TM","phobius",62.1333333333333,2.58888888888889,20.16,0.84,24.9333333333333,1.03888888888889
"YKL164C",8,6,13,"SP","phobius",17.6888888888889,2.21111111111111,6.22222222222222,0.777777777777778,8.63111111111111,1.07888888888889
"YGL142C",20,17,36,"TM","phobius",40.6666666666667,2.03333333333333,16.5777777777778,0.828888888888889,26.5333333333333,1.32666666666667
"YNL283C",9,10,18,"SP","phobius",25.9,2.87777777777778,7.69,0.854444444444444,3.58,0.397777777777778
"YLR194C",12,3,14,"SP","phobius",28.1333333333333,2.34444444444444,9.74666666666667,0.812222222222222,4.13333333333333,0.344444444444444
"YJL151C",17,21,37,"TM","phobius",58.1777777777778,3.42222222222222,14.3933333333333,0.846666666666667,23.1388888888889,1.36111111111111
"YKL201C",18,28,45,"TM","phobius",60.8,3.37777777777778,15.14,0.841111111111111,19.96,1.10888888888889
"YLL014W",29,32,60,"TM","phobius",76.0444444444445,2.62222222222222,24.4244444444444,0.842222222222222,23.49,0.81
"YER038W-A",11,11,21,"SP","phobius",32.6333333333333,2.96666666666667,9.79,0.89,2.81111111111111,0.255555555555556
"YDR382W",8,4,11,"SP","phobius",18.1333333333333,2.26666666666667,6.45333333333333,0.806666666666667,5.66222222222222,0.707777777777778
"YOL077W-A",12,17,28,"SP","phobius",35.4666666666667,2.95555555555556,9.88,0.823333333333333,12.56,1.04666666666667
"YJR004C",12,3,14,"SP","phobius",31.0666666666667,2.58888888888889,9.92,0.826666666666667,0.906666666666667,0.0755555555555555
"YDR100W",21,12,32,"TM","phobius",47.3666666666667,2.25555555555556,17.0566666666667,0.812222222222222,16.94,0.806666666666667
"YFR041C",8,8,15,"SP","phobius",23.6444444444444,2.95555555555556,6.54222222222222,0.817777777777778,3.88444444444445,0.485555555555556
"YIL165C",9,10,18,"SP","phobius",19.4,2.15555555555556,7.22,0.802222222222222,8.73,0.97
"YAR050W",11,9,19,"SP","phobius",30.6777777777778,2.78888888888889,9.11777777777778,0.828888888888889,4.68111111111111,0.425555555555556
"YBL008W-A",14,6,19,"SP","phobius",34.2222222222222,2.44444444444444,11.8377777777778,0.845555555555556,11.2933333333333,0.806666666666667
"YDR119W-A",21,40,60,"TM","phobius",42.7,2.03333333333333,17.0333333333333,0.811111111111111,17.7566666666667,0.845555555555556
"YDL067C",21,14,34,"TM","phobius",51.3333333333333,2.44444444444444,17.2666666666667,0.822222222222222,22.0266666666667,1.04888888888889
"YAL068C",12,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222,4.76,0.396666666666667
"YDL206W",17,7,23,"TM","phobius",35.5111111111111,2.08888888888889,13.9777777777778,0.822222222222222,11.4088888888889,0.671111111111111
"YML031W",18,34,51,"TM","phobius",49.2,2.73333333333333,14.92,0.828888888888889,13.32,0.74
"YGR035W-A",20,6,25,"TM","phobius",45.1111111111111,2.25555555555556,16.5333333333333,0.826666666666667,25.5555555555556,1.27777777777778
"YLR110C",11,3,13,"SP","phobius",25.7888888888889,2.34444444444444,8.50666666666667,0.773333333333333,4.73,0.43
"YFL020C",12,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222,4.76,0.396666666666667
"YHR001W-A",19,30,48,"TM","phobius",42.0111111111111,2.21111111111111,15.39,0.81,23.6866666666667,1.24666666666667
"YDR107C",12,4,15,"SP","phobius",22.8,1.9,9.94666666666667,0.828888888888889,7.04,0.586666666666667
"YJL193W",19,12,30,"TM","phobius",43.0666666666667,2.26666666666667,15.9811111111111,0.841111111111111,19.7177777777778,1.03777777777778
"YDL119C",23,12,34,"TM","phobius",41.1444444444444,1.78888888888889,18.4511111111111,0.802222222222222,32.0977777777778,1.39555555555556
"YIL046W-A",34,17,50,"TM","phobius",114.088888888889,3.35555555555556,29.3911111111111,0.864444444444445,31.5066666666667,0.926666666666667
"YAR028W",20,40,59,"TM","phobius",74,3.7,17.4222222222222,0.871111111111111,20.4222222222222,1.02111111111111
"YDR481C",20,34,53,"TM","phobius",68,3.4,16.9777777777778,0.848888888888889,19.3111111111111,0.965555555555556
"YJR106W",20,21,40,"TM","phobius",65.5555555555556,3.27777777777778,16.9555555555556,0.847777777777778,9.35555555555556,0.467777777777778
"YHR009C",19,23,41,"TM","phobius",53.2,2.8,15.6222222222222,0.822222222222222,19.5277777777778,1.02777777777778
"YLR461W",12,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222,4.76,0.396666666666667
"YMR101C",20,32,51,"TM","phobius",36,1.8,16.1111111111111,0.805555555555556,22.8888888888889,1.14444444444444
"YKR105C",24,34,57,"TM","phobius",62.1333333333333,2.58888888888889,19.4933333333333,0.812222222222222,9.54666666666667,0.397777777777778
"YDR135C",19,36,54,"TM","phobius",45.8111111111111,2.41111111111111,15.6433333333333,0.823333333333333,21.3855555555556,1.12555555555556
"YDL218W",9,4,12,"SP","phobius",20.8,2.31111111111111,7.27,0.807777777777778,5.58,0.62
"YCL005W-A",20,6,25,"TM","phobius",60.4444444444444,3.02222222222222,16.6222222222222,0.831111111111111,25.1333333333333,1.25666666666667
"YKL034W",12,8,19,"SP","phobius",46.8,3.9,10.4533333333333,0.871111111111111,7.81333333333333,0.651111111111111
"YKR013W",8,6,13,"SP","phobius",15.4666666666667,1.93333333333333,6.08,0.76,4.87111111111111,0.608888888888889
"YBR126W-A",22,23,44,"TM","phobius",67.4666666666667,3.06666666666667,18.5777777777778,0.844444444444445,24.4444444444444,1.11111111111111
"YBL089W",21,33,53,"TM","phobius",54.8333333333333,2.61111111111111,17.4533333333333,0.831111111111111,16.6366666666667,0.792222222222222
"YDR349C",11,3,13,"SP","phobius",25.7888888888889,2.34444444444444,9.35,0.85,3.66666666666667,0.333333333333333
"YJR139C",20,6,25,"TM","phobius",53.5555555555556,2.67777777777778,16.0888888888889,0.804444444444445,17.9555555555556,0.897777777777778
"YDL212W",21,7,27,"TM","phobius",39.9,1.9,17.08,0.813333333333333,14.8866666666667,0.708888888888889
"YNL184C",19,40,58,"TM","phobius",44.5444444444444,2.34444444444444,16.2133333333333,0.853333333333333,30.4211111111111,1.60111111111111
"YLR087C",31,26,56,"TM","phobius",94.3777777777778,3.04444444444444,26.35,0.85,24.2144444444444,0.781111111111111
"YNL066W",12,3,14,"SP","phobius",17.4666666666667,1.45555555555556,9.2,0.766666666666667,5.64,0.47
"YCL048W-A",8,6,13,"SP","phobius",20.5333333333333,2.56666666666667,6.39111111111111,0.798888888888889,5.88444444444445,0.735555555555556
"YIL029C",20,31,50,"TM","phobius",44.2222222222222,2.21111111111111,16.2888888888889,0.814444444444444,9.95555555555556,0.497777777777778
"YDL180W",19,21,39,"TM","phobius",50.2444444444444,2.64444444444444,15.58,0.82,13.0255555555556,0.685555555555556
"YPL244C",19,7,25,"TM","phobius",51.9333333333333,2.73333333333333,15.7911111111111,0.831111111111111,15.01,0.79
"YKL220C",12,4,15,"SP","phobius",35.6,2.96666666666667,10,0.833333333333333,4.56,0.38
"YGR026W",25,31,55,"TM","phobius",70.2777777777778,2.81111111111111,20.9166666666667,0.836666666666667,16.4722222222222,0.658888888888889
"YGR079W",18,12,29,"TM","phobius",57.4,3.18888888888889,15.42,0.856666666666667,14.56,0.808888888888889
"YDL130W",9,4,12,"SP","phobius",25.7,2.85555555555556,7.39,0.821111111111111,4.71,0.523333333333333
"YKL027W",23,6,28,"TM","phobius",49.0666666666667,2.13333333333333,18.3233333333333,0.796666666666667,30.1044444444444,1.30888888888889
"YBR139W",11,6,16,"SP","phobius",33.4888888888889,3.04444444444444,9.16666666666667,0.833333333333333,5.76888888888889,0.524444444444444
"YDR057W",11,8,18,"SP","phobius",24.9333333333333,2.26666666666667,8.61666666666667,0.783333333333333,4.76666666666667,0.433333333333333
"YLR265C",21,27,47,"TM","phobius",70.7,3.36666666666667,17.6166666666667,0.838888888888889,14.49,0.69
"YIL016W",20,20,39,"TM","phobius",72.2222222222222,3.61111111111111,16.7333333333333,0.836666666666667,34.0222222222222,1.70111111111111
"YOL052C-A",12,6,17,"SP","phobius",30.9333333333333,2.57777777777778,9.73333333333333,0.811111111111111,7.52,0.626666666666667
"YPL098C",23,21,43,"TM","phobius",54.1777777777778,2.35555555555556,18.86,0.82,21.6711111111111,0.942222222222222
"YER017C",8,14,21,"SP","phobius",4.97777777777778,0.622222222222222,5.88444444444444,0.735555555555556,6.92444444444444,0.865555555555556
"YGL126W",12,8,19,"SP","phobius",32.2666666666667,2.68888888888889,9.84,0.82,8.86666666666667,0.738888888888889
"YBR200W-A",11,24,34,"SP","phobius",24.0777777777778,2.18888888888889,8.94666666666667,0.813333333333333,12.9922222222222,1.18111111111111
"YJR150C",11,4,14,"SP","phobius",33.8555555555556,3.07777777777778,8.87333333333333,0.806666666666667,2.95777777777778,0.268888888888889
"YIL173W",11,6,16,"SP","phobius",31.6555555555556,2.87777777777778,9.39888888888889,0.854444444444444,4.49777777777778,0.408888888888889
"YNR076W",12,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222,4.76,0.396666666666667
"YNL334C",8,3,10,"SP","phobius",22.5777777777778,2.82222222222222,6.50666666666667,0.813333333333333,2.35555555555556,0.294444444444445
"YOR389W",12,8,19,"SP","phobius",42.5333333333333,3.54444444444444,10.2,0.85,12.0133333333333,1.00111111111111
"YGL089C",12,3,14,"SP","phobius",33.0666666666667,2.75555555555556,9.84,0.82,3.6,0.3
"YER145C",27,6,32,"TM","phobius",90.6,3.35555555555556,22.38,0.828888888888889,32.34,1.19777777777778
"YCR089W",11,4,14,"SP","phobius",22.8555555555556,2.07777777777778,8.8,0.8,5.5,0.5
"YKL065W-A",18,37,54,"TM","phobius",49.2,2.73333333333333,14.84,0.824444444444444,20.94,1.16333333333333
"YDL164C",8,4,11,"SP","phobius",13.3333333333333,1.66666666666667,6.26666666666667,0.783333333333333,5.43111111111111,0.678888888888889
"YOR008C",11,6,16,"SP","phobius",34.5888888888889,3.14444444444444,9.02,0.82,13.1022222222222,1.19111111111111
"YBR229C",12,6,17,"SP","phobius",26.5333333333333,2.21111111111111,10.08,0.84,4.69333333333333,0.391111111111111
"YEL027W",24,7,30,"TM","phobius",56.5333333333333,2.35555555555556,19.44,0.81,17.6533333333333,0.735555555555556
"YHR110W",11,5,15,"SP","phobius",27.6222222222222,2.51111111111111,9.30111111111111,0.845555555555556,9.86333333333334,0.896666666666667
"YJL062W-A",20,30,49,"TM","phobius",48.2222222222222,2.41111111111111,16.1111111111111,0.805555555555556,19.1555555555556,0.957777777777778
"YCL043C",12,6,17,"SP","phobius",23.7333333333333,1.97777777777778,9.45333333333333,0.787777777777778,5.56,0.463333333333333
"YLR057W",12,17,28,"SP","phobius",34.5333333333333,2.87777777777778,9.90666666666666,0.825555555555555,4.54666666666667,0.378888888888889
"YOR288C",8,9,16,"SP","phobius",20.1777777777778,2.52222222222222,6.54222222222222,0.817777777777778,6.88,0.86
"YBR090C",18,12,29,"TM","phobius",48,2.66666666666667,15.22,0.845555555555556,24.9,1.38333333333333
"YBR004C",20,6,25,"TM","phobius",46.4444444444444,2.32222222222222,16.3555555555556,0.817777777777778,21.5777777777778,1.07888888888889
"YPR004C",6,4,9,"SP","phobius",10.2666666666667,1.71111111111111,4.63333333333333,0.772222222222222,4.78,0.796666666666667
"YOL039W",8,3,10,"SP","phobius",14.0444444444444,1.75555555555556,6.24888888888889,0.781111111111111,3.19111111111111,0.398888888888889
"YDR182W",19,42,60,"TM","phobius",47.9222222222222,2.52222222222222,16.0233333333333,0.843333333333333,23.1377777777778,1.21777777777778
"YGR227W",21,36,56,"TM","phobius",60.4333333333333,2.87777777777778,17.5233333333333,0.834444444444444,12.7633333333333,0.607777777777778
"YJL133C-A",11,8,18,"SP","phobius",15.6444444444444,1.42222222222222,8.12777777777778,0.738888888888889,7.44333333333334,0.676666666666667
"YOR154W",17,6,22,"TM","phobius",43.8222222222222,2.57777777777778,14.1666666666667,0.833333333333333,24.7255555555556,1.45444444444444
"YER154W",8,8,15,"SP","phobius",6.75555555555556,0.844444444444445,5.98222222222222,0.747777777777778,7.2,0.9
"YFL068W",20,39,58,"TM","phobius",44.8888888888889,2.24444444444444,16.4888888888889,0.824444444444444,24.1777777777778,1.20888888888889
"YPR128C",11,2,12,"SP","phobius",16.3777777777778,1.48888888888889,8.38444444444444,0.762222222222222,5.40222222222222,0.491111111111111
"YDR503C",18,16,33,"TM","phobius",50.6,2.81111111111111,15.1,0.838888888888889,17.84,0.991111111111111
"YDL070W",8,11,18,"SP","phobius",8.17777777777778,1.02222222222222,6.11555555555556,0.764444444444444,9.97333333333333,1.24666666666667
"YMR040W",22,6,27,"TM","phobius",76.0222222222222,3.45555555555556,18.6755555555556,0.848888888888889,26.3755555555556,1.19888888888889
"YPR033C",9,23,31,"SP","phobius",6.1,0.677777777777778,6.61,0.734444444444445,8.04,0.893333333333333
"Q0075",20,20,39,"TM","phobius",27.7777777777778,1.38888888888889,16.0444444444444,0.802222222222222,26.2888888888889,1.31444444444444
"YDR003W",19,38,56,"TM","phobius",69.6666666666667,3.66666666666667,16.6144444444444,0.874444444444444,16.6355555555556,0.875555555555556
"YOR247W",11,4,14,"SP","phobius",31.1666666666667,2.83333333333333,9.16666666666667,0.833333333333333,2.10222222222222,0.191111111111111
"YJL052C-A",8,7,14,"SP","phobius",7.73333333333333,0.966666666666666,6.48888888888889,0.811111111111111,6.82666666666667,0.853333333333333
"YLR413W",16,5,20,"SP","phobius",47.8222222222222,2.98888888888889,13.2444444444444,0.827777777777778,10.1511111111111,0.634444444444445
"YNL237W",12,15,26,"SP","phobius",39.0666666666667,3.25555555555556,10.3333333333333,0.861111111111111,5.90666666666667,0.492222222222222
"YGL236C",9,4,12,"SP","phobius",8.8,0.977777777777778,6.85,0.761111111111111,4.42,0.491111111111111
"YKL063C",19,37,55,"TM","phobius",65.4444444444444,3.44444444444444,16.3611111111111,0.861111111111111,20.8155555555556,1.09555555555556
"YDR367W",20,12,31,"TM","phobius",50.8888888888889,2.54444444444444,16.1777777777778,0.808888888888889,16.5777777777778,0.828888888888889
"YMR171C",20,41,60,"TM","phobius",62,3.1,16.7333333333333,0.836666666666667,44.4444444444444,2.22222222222222
"YKL141W",9,14,22,"SP","phobius",11.5,1.27777777777778,6.73,0.747777777777778,10.44,1.16
"YAL058W",11,7,17,"SP","phobius",23.9555555555556,2.17777777777778,9.00777777777778,0.818888888888889,8.55555555555556,0.777777777777778
"YHR007C",21,31,51,"TM","phobius",62.3,2.96666666666667,17.57,0.836666666666667,26.4366666666667,1.25888888888889
"YMR134W",21,36,56,"TM","phobius",62.3,2.96666666666667,17.4533333333333,0.831111111111111,19.1333333333333,0.911111111111111
"YPL234C",24,13,36,"TM","phobius",56.5333333333333,2.35555555555556,19.36,0.806666666666667,13.0933333333333,0.545555555555555
"YOR032W-A",21,12,32,"TM","phobius",41.5333333333333,1.97777777777778,17.0333333333333,0.811111111111111,18.6433333333333,0.887777777777778
"YLL015W",21,24,44,"TM","phobius",52.5,2.5,17.29,0.823333333333333,25.06,1.19333333333333
"YER150W",12,7,18,"SP","phobius",25.4666666666667,2.12222222222222,9.4,0.783333333333333,7.72,0.643333333333333
"YLR050C",22,12,33,"TM","phobius",47.9111111111111,2.17777777777778,18.3333333333333,0.833333333333333,22,1
"YDR105C",23,6,28,"TM","phobius",43.9555555555556,1.91111111111111,18.6811111111111,0.812222222222222,18.4,0.8
"YHL050C",20,36,55,"TM","phobius",42.2222222222222,2.11111111111111,16.1777777777778,0.808888888888889,18.0444444444444,0.902222222222222
"YMR149W",12,7,18,"SP","phobius",32.2666666666667,2.68888888888889,9.88,0.823333333333333,3.66666666666667,0.305555555555556
"YDR261C",12,6,17,"SP","phobius",32.9333333333333,2.74444444444444,10.0133333333333,0.834444444444444,6.96,0.58
"YKR103W",20,30,49,"TM","phobius",53.3333333333333,2.66666666666667,16.5777777777778,0.828888888888889,18.2444444444444,0.912222222222222
"YFR006W",19,6,24,"TM","phobius",51.9333333333333,2.73333333333333,15.77,0.83,23.0533333333333,1.21333333333333
"YHR042W",19,6,24,"TM","phobius",59.7444444444444,3.14444444444444,15.7911111111111,0.831111111111111,26.8533333333333,1.41333333333333
"YMR315W-A",8,13,20,"SP","phobius",16.1777777777778,2.02222222222222,6.31111111111111,0.788888888888889,6.26666666666667,0.783333333333333
"YGR105W",21,12,32,"TM","phobius",56.2333333333333,2.67777777777778,17.3133333333333,0.824444444444444,13.8833333333333,0.661111111111111
"YFR039C",12,7,18,"SP","phobius",36,3,9.93333333333333,0.827777777777778,3.30666666666667,0.275555555555555
"YIL039W",19,9,27,"TM","phobius",42.8555555555556,2.25555555555556,15.3055555555556,0.805555555555556,16.72,0.88
"YHR139C",12,3,14,"SP","phobius",32.1333333333333,2.67777777777778,9.8,0.816666666666667,3.44,0.286666666666667
"YLR207W",11,2,12,"SP","phobius",33.7333333333333,3.06666666666667,9.43555555555556,0.857777777777778,2.45666666666667,0.223333333333333
"YAR023C",12,4,15,"SP","phobius",38.4,3.2,10.1333333333333,0.844444444444444,3.88,0.323333333333333
"YLR389C",12,3,14,"SP","phobius",21.0666666666667,1.75555555555556,9.2,0.766666666666667,9.94666666666667,0.828888888888889
"YGR146C-A",12,9,20,"SP","phobius",22.4,1.86666666666667,9.76,0.813333333333333,10.5333333333333,0.877777777777778
"YBR005W",21,40,60,"TM","phobius",77.2333333333333,3.67777777777778,18.1766666666667,0.865555555555556,9.21666666666667,0.438888888888889
"YIL155C",8,9,16,"SP","phobius",12.5333333333333,1.56666666666667,6,0.75,8.39111111111111,1.04888888888889
"YDR056C",8,5,12,"SP","phobius",23.2888888888889,2.91111111111111,6.60444444444444,0.825555555555555,1.94666666666667,0.243333333333333
"YNR028W",11,4,14,"SP","phobius",23.7111111111111,2.15555555555556,9.11777777777778,0.828888888888889,3.75222222222222,0.341111111111111
"YJR117W",23,13,35,"TM","phobius",50.8555555555555,2.21111111111111,18.2722222222222,0.794444444444445,39.2533333333333,1.70666666666667
"YFL060C",8,3,10,"SP","phobius",22.5777777777778,2.82222222222222,6.50666666666667,0.813333333333333,2.35555555555556,0.294444444444445
"YLL005C",22,35,56,"TM","phobius",54.2666666666667,2.46666666666667,18.3088888888889,0.832222222222222,10.3155555555556,0.468888888888889
"YGL228W",12,7,18,"SP","phobius",29.6,2.46666666666667,9.69333333333333,0.807777777777778,4.81333333333333,0.401111111111111
"YDR018C",25,27,51,"TM","phobius",74.1666666666667,2.96666666666667,20.8333333333333,0.833333333333333,18.8888888888889,0.755555555555556
"YPR010C-A",20,24,43,"TM","phobius",57.3333333333333,2.86666666666667,16.4666666666667,0.823333333333333,21.1777777777778,1.05888888888889
"YIR020C",23,20,42,"TM","phobius",66.7,2.9,19.2433333333333,0.836666666666667,18.1955555555556,0.791111111111111
"YKR016W",19,38,56,"TM","phobius",30.1888888888889,1.58888888888889,14.9466666666667,0.786666666666667,22.5466666666667,1.18666666666667
"YJL097W",23,12,34,"TM","phobius",52.3888888888889,2.27777777777778,18.7066666666667,0.813333333333333,19.1666666666667,0.833333333333333
"YAL055W",21,12,32,"TM","phobius",55.3,2.63333333333333,16.87,0.803333333333333,27.9766666666667,1.33222222222222
"YDL174C",18,43,60,"TM","phobius",33.2,1.84444444444444,14.24,0.791111111111111,18.36,1.02
"YJR073C",18,23,40,"TM","phobius",34.6,1.92222222222222,14.6,0.811111111111111,17.38,0.965555555555556
"YIL088C",22,35,56,"TM","phobius",66.9777777777778,3.04444444444444,18.1622222222222,0.825555555555555,17.2088888888889,0.782222222222222
"YKL178C",22,33,54,"TM","phobius",61.3555555555556,2.78888888888889,18.2844444444444,0.831111111111111,35.9822222222222,1.63555555555556
"YJR161C",22,36,57,"TM","phobius",48.6444444444444,2.21111111111111,18.3333333333333,0.833333333333333,19.0177777777778,0.864444444444445
"YKR067W",21,35,55,"TM","phobius",50.8666666666667,2.42222222222222,17.4066666666667,0.828888888888889,23.4966666666667,1.11888888888889
"YPL130W",11,5,15,"SP","phobius",25.4222222222222,2.31111111111111,8.72666666666667,0.793333333333333,7.65111111111111,0.695555555555556
"YCL009C",12,13,24,"SP","phobius",18.8,1.56666666666667,9.30666666666667,0.775555555555556,12.1733333333333,1.01444444444444
"YDR534C",12,3,14,"SP","phobius",28.8,2.4,9.56,0.796666666666667,4.81333333333333,0.401111111111111
"YDL121C",21,6,26,"TM","phobius",80.2666666666667,3.82222222222222,17.9666666666667,0.855555555555556,8.77333333333333,0.417777777777778
"YCR069W",11,6,16,"SP","phobius",28.8444444444444,2.62222222222222,9.16666666666667,0.833333333333333,5.39,0.49
"YKL004W",16,45,60,"TM","phobius",41.4222222222222,2.58888888888889,13.2622222222222,0.828888888888889,10.7022222222222,0.668888888888889
"YOL031C",9,4,12,"SP","phobius",24.3,2.7,7.33,0.814444444444444,3.09,0.343333333333333
"YKL207W",20,6,25,"TM","phobius",56.6666666666667,2.83333333333333,16.5111111111111,0.825555555555555,26.5333333333333,1.32666666666667
"YGL032C",11,3,13,"SP","phobius",29.5777777777778,2.68888888888889,8.98333333333333,0.816666666666667,4.70555555555556,0.427777777777778
"YOL060C",22,16,37,"TM","phobius",47.4222222222222,2.15555555555556,18.4066666666667,0.836666666666667,18.2355555555556,0.828888888888889
"YJL208C",9,5,13,"SP","phobius",22.3,2.47777777777778,7.24,0.804444444444444,3.07,0.341111111111111
"YNL158W",12,7,18,"SP","phobius",36.2666666666667,3.02222222222222,10.16,0.846666666666667,16.1466666666667,1.34555555555556
"YFL011W",20,39,58,"TM","phobius",53.3333333333333,2.66666666666667,16.7333333333333,0.836666666666667,23.1777777777778,1.15888888888889
"YKR042W",9,3,11,"SP","phobius",19,2.11111111111111,6.94,0.771111111111111,2.41,0.267777777777778
"YJL223C",12,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222,4.76,0.396666666666667
"YMR182W-A",11,5,15,"SP","phobius",25.6666666666667,2.33333333333333,9.08111111111111,0.825555555555555,13.5666666666667,1.23333333333333
"YJL104W",12,6,17,"SP","phobius",23.6,1.96666666666667,9.54666666666667,0.795555555555556,9.85333333333333,0.821111111111111
"Q0080",26,15,40,"TM","phobius",84.3555555555556,3.24444444444444,21.9266666666667,0.843333333333333,17.7377777777778,0.682222222222222
"YDL144C",12,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.64,0.803333333333333,3.93333333333333,0.327777777777778
"YCR075C",23,6,28,"TM","phobius",46,2,18.3233333333333,0.796666666666667,32.43,1.41
"YHR147C",8,8,15,"SP","phobius",7.55555555555556,0.944444444444444,6.13333333333333,0.766666666666667,9.09333333333333,1.13666666666667
